REPORTING_PERIOD_START,REPORTING_PERIOD_END,STATUS,BREAKDOWN,PRIMARY_LEVEL,PRIMARY_LEVEL_DESCRIPTION,SECONDARY_LEVEL,SECONDARY_LEVEL_DESCRIPTION,METRIC,METRIC_NAME,METRIC_VALUE
01/01/2026,31/01/2026,Latest Available Data,Gender,3,Non-Binary,NONE,NONE,ASD23a,Number of patients aged 0 to 17 with an open suspected autism referral receiving a Mental and Behavioural disorder diagnosis in the month that is not an autism diagnosis,*
01/01/2026,31/01/2026,Latest Available Data,Gender,3,Non-Binary,NONE,NONE,ASD23b,Number of patients aged 18 and over with an open suspected autism referral receiving a Mental and Behavioural disorder diagnosis in the month that is not an autism diagnosis,*
01/01/2026,31/01/2026,Latest Available Data,Gender,3,Non-Binary,NONE,NONE,ASD24,Number of patients with an open suspected autism referral receiving a non-Mental and Behavioural disorder diagnosis recorded in the month,*
01/01/2026,31/01/2026,Latest Available Data,Gender,3,Non-Binary,NONE,NONE,ASD24a,Number of patients aged 0 to 17 with an open suspected autism referral receiving a non-Mental and Behavioural disorder diagnosis recorded in the month,*
01/01/2026,31/01/2026,Latest Available Data,Gender,3,Non-Binary,NONE,NONE,ASD24b,Number of patients aged 18 and over with an open suspected autism referral receiving a non-Mental and Behavioural disorder diagnosis recorded in the month,*
01/01/2026,31/01/2026,Latest Available Data,Gender,3,Non-Binary,NONE,NONE,ASD25,Median waiting time in days of patients with an open suspected autism referral where their first care contact was in the quarter,241
01/01/2026,31/01/2026,Latest Available Data,Gender,3,Non-Binary,NONE,NONE,ASD25a,Median waiting time in days of patients aged 0 to 17 with an open suspected autism referral where their first care contact was in the quarter,*
01/01/2026,31/01/2026,Latest Available Data,Gender,3,Non-Binary,NONE,NONE,ASD25b,Median waiting time in days of patients aged 18 and over with an open suspected autism referral where their first care contact was in the quarter,224
01/01/2026,31/01/2026,Latest Available Data,Gender,3,Non-Binary,NONE,NONE,ASD26,Number of open referrals of patients with an open suspected autism referral where their first care contact was in the quarter,90
01/01/2026,31/01/2026,Latest Available Data,Gender,3,Non-Binary,NONE,NONE,ASD26a,Number of open referrals of patients aged 0 to 17 with an open suspected autism referral where their first care contact was in the quarter,*
01/01/2026,31/01/2026,Latest Available Data,Gender,3,Non-Binary,NONE,NONE,ASD26b,Number of open referrals of patients aged 18 and over with an open suspected autism referral where their first care contact was in the quarter,90
01/01/2026,31/01/2026,Latest Available Data,Gender,4,Other (not listed),NONE,NONE,ASD12,Number of new suspected autism referrals in the month,10
01/01/2026,31/01/2026,Latest Available Data,Gender,4,Other (not listed),NONE,NONE,ASD12a,Number of new suspected autism referrals for those aged 0 to 17 in the month,*
01/01/2026,31/01/2026,Latest Available Data,Gender,4,Other (not listed),NONE,NONE,ASD12b,Number of new suspected autism referrals for those aged 18 and over in the month,5
01/01/2026,31/01/2026,Latest Available Data,Gender,4,Other (not listed),NONE,NONE,ASD13,Number of closed suspected autism referrals in the month,5
01/01/2026,31/01/2026,Latest Available Data,Gender,4,Other (not listed),NONE,NONE,ASD13a,Number of closed suspected autism referrals for those aged 0 to 17 in the month,*
01/01/2026,31/01/2026,Latest Available Data,Gender,4,Other (not listed),NONE,NONE,ASD13b,Number of closed suspected autism referrals for those aged 18 and over in the month,*
01/01/2026,31/01/2026,Latest Available Data,Gender,4,Other (not listed),NONE,NONE,ASD16,Number of patients with an open suspected autism referral in the month,105
01/01/2026,31/01/2026,Latest Available Data,Gender,4,Other (not listed),NONE,NONE,ASD16a,Number of patients with an open suspected autism referral in the month that has been open for at least 13 weeks,95
01/01/2026,31/01/2026,Latest Available Data,Gender,4,Other (not listed),NONE,NONE,ASD16b,Number of patients aged 0 to 17 with an open suspected autism referral in the month,55
01/01/2026,31/01/2026,Latest Available Data,Gender,4,Other (not listed),NONE,NONE,ASD16c,Number of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks,50
01/01/2026,31/01/2026,Latest Available Data,Gender,4,Other (not listed),NONE,NONE,ASD16d,Number of patients aged 18 and over with an open suspected autism referral in the month,50
01/01/2026,31/01/2026,Latest Available Data,Gender,4,Other (not listed),NONE,NONE,ASD16e,Number of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks,45
01/01/2026,31/01/2026,Latest Available Data,Gender,4,Other (not listed),NONE,NONE,ASD16f,"Number of patients with an open suspected autism referral in the month per 100,000 of the population",0
01/01/2026,31/01/2026,Latest Available Data,Gender,4,Other (not listed),NONE,NONE,ASD16g,"Number of patients with an open suspected autism referral in the month that has been open for at least 13 weeks per 100,000 of the population",0
01/01/2026,31/01/2026,Latest Available Data,Gender,4,Other (not listed),NONE,NONE,ASD16h,"Number of patients aged 0 to 17 with an open suspected autism referral in the month per 100,000 of the population",0
01/01/2026,31/01/2026,Latest Available Data,Gender,4,Other (not listed),NONE,NONE,ASD16i,"Number of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks per 100,000 of the population",0
01/01/2026,31/01/2026,Latest Available Data,Gender,4,Other (not listed),NONE,NONE,ASD16j,"Number of patients aged 18 and over with an open suspected autism referral in the month per 100,000 of the population",0
01/01/2026,31/01/2026,Latest Available Data,Gender,4,Other (not listed),NONE,NONE,ASD16k,"Number of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks per 100,000 of the population",0
01/01/2026,31/01/2026,Latest Available Data,Gender,4,Other (not listed),NONE,NONE,ASD18,Number of patients with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment in 13 weeks or less,5
01/01/2026,31/01/2026,Latest Available Data,Gender,4,Other (not listed),NONE,NONE,ASD18a,Number of patients with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment after more than 13 weeks,10
01/01/2026,31/01/2026,Latest Available Data,Gender,4,Other (not listed),NONE,NONE,ASD18b,Number of patients with an open suspected autism referral in the month that has been open for at least 13 weeks that have not had a care contact appointment recorded,80
01/01/2026,31/01/2026,Latest Available Data,Gender,4,Other (not listed),NONE,NONE,ASD18c,Number of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment in 13 weeks or less,*
01/01/2026,31/01/2026,Latest Available Data,Gender,4,Other (not listed),NONE,NONE,ASD18d,Number of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment in 13 weeks or less,*
01/01/2026,31/01/2026,Latest Available Data,Gender,4,Other (not listed),NONE,NONE,ASD18e,Number of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment after more than 13 weeks,5
01/01/2026,31/01/2026,Latest Available Data,Gender,4,Other (not listed),NONE,NONE,ASD18f,Number of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks that have not had a care contact appointment recorded,45
01/01/2026,31/01/2026,Latest Available Data,Gender,4,Other (not listed),NONE,NONE,ASD18g,Number of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment after more than 13 weeks,5
01/01/2026,31/01/2026,Latest Available Data,Gender,4,Other (not listed),NONE,NONE,ASD18h,Number of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks that have not had a care contact appointment recorded,35
01/01/2026,31/01/2026,Latest Available Data,Gender,4,Other (not listed),NONE,NONE,ASD19,Proportion of patients with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment in 13 weeks or less,5
01/01/2026,31/01/2026,Latest Available Data,Gender,4,Other (not listed),NONE,NONE,ASD19a,Proportion of patients with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment after more than 13 weeks,13
01/01/2026,31/01/2026,Latest Available Data,Gender,4,Other (not listed),NONE,NONE,ASD19b,Proportion of patients with an open suspected autism referral in the month that has been open for at least 13 weeks that have not had a care contact appointment recorded,83
01/01/2026,31/01/2026,Latest Available Data,Gender,4,Other (not listed),NONE,NONE,ASD19c,Proportion of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment in 13 weeks or less,*
01/01/2026,31/01/2026,Latest Available Data,Gender,4,Other (not listed),NONE,NONE,ASD19d,Proportion of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment in 13 weeks or less,*
01/01/2026,31/01/2026,Latest Available Data,Gender,4,Other (not listed),NONE,NONE,ASD19e,Proportion of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment after more than 13 weeks,12
01/01/2026,31/01/2026,Latest Available Data,Gender,4,Other (not listed),NONE,NONE,ASD19f,Proportion of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks that have not had a care contact appointment recorded,86
01/01/2026,31/01/2026,Latest Available Data,Gender,4,Other (not listed),NONE,NONE,ASD19g,Proportion of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment after more than 13 weeks,13
01/01/2026,31/01/2026,Latest Available Data,Gender,4,Other (not listed),NONE,NONE,ASD19h,Proportion of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks that have not had a care contact appointment recorded,80
01/01/2026,31/01/2026,Latest Available Data,Gender,4,Other (not listed),NONE,NONE,ASD20,Number of patients which have an open suspected autism referral in the month receiving at least one care contact in the month,*
01/01/2026,31/01/2026,Latest Available Data,Gender,4,Other (not listed),NONE,NONE,ASD20a,Number of patients aged 0 to 17 which have an open suspected autism referral in the month receiving at least one care contact in the month,*
01/01/2026,31/01/2026,Latest Available Data,Gender,4,Other (not listed),NONE,NONE,ASD20b,Number of patients aged 18 and over which have an open suspected autism referral in the month receiving at least one care contact in the month,*
01/01/2026,31/01/2026,Latest Available Data,Gender,4,Other (not listed),NONE,NONE,ASD21,Number of patients with an open suspected autism referral receiving an autism diagnosis in the month,*
01/01/2026,31/01/2026,Latest Available Data,Gender,4,Other (not listed),NONE,NONE,ASD21a,Number of patients aged 0 to 17 with an open suspected autism referral receiving an autism diagnosis in the month,*
01/01/2026,31/01/2026,Latest Available Data,Gender,4,Other (not listed),NONE,NONE,ASD21b,Number of patients aged 18 and over with an open suspected autism referral receiving an autism diagnosis in the month,*
01/01/2026,31/01/2026,Latest Available Data,Gender,4,Other (not listed),NONE,NONE,ASD23,Number of patients with an open suspected autism referral receiving a Mental and Behavioural disorder diagnosis in the month that is not an autism diagnosis,*
01/01/2026,31/01/2026,Latest Available Data,Gender,4,Other (not listed),NONE,NONE,ASD23a,Number of patients aged 0 to 17 with an open suspected autism referral receiving a Mental and Behavioural disorder diagnosis in the month that is not an autism diagnosis,*
01/01/2026,31/01/2026,Latest Available Data,Gender,4,Other (not listed),NONE,NONE,ASD23b,Number of patients aged 18 and over with an open suspected autism referral receiving a Mental and Behavioural disorder diagnosis in the month that is not an autism diagnosis,*
01/01/2026,31/01/2026,Latest Available Data,Gender,4,Other (not listed),NONE,NONE,ASD24,Number of patients with an open suspected autism referral receiving a non-Mental and Behavioural disorder diagnosis recorded in the month,*
01/01/2026,31/01/2026,Latest Available Data,Gender,4,Other (not listed),NONE,NONE,ASD24a,Number of patients aged 0 to 17 with an open suspected autism referral receiving a non-Mental and Behavioural disorder diagnosis recorded in the month,*
01/01/2026,31/01/2026,Latest Available Data,Gender,4,Other (not listed),NONE,NONE,ASD24b,Number of patients aged 18 and over with an open suspected autism referral receiving a non-Mental and Behavioural disorder diagnosis recorded in the month,*
01/01/2026,31/01/2026,Latest Available Data,Gender,4,Other (not listed),NONE,NONE,ASD25,Median waiting time in days of patients with an open suspected autism referral where their first care contact was in the quarter,195
01/01/2026,31/01/2026,Latest Available Data,Gender,4,Other (not listed),NONE,NONE,ASD25a,Median waiting time in days of patients aged 0 to 17 with an open suspected autism referral where their first care contact was in the quarter,*
01/01/2026,31/01/2026,Latest Available Data,Gender,4,Other (not listed),NONE,NONE,ASD25b,Median waiting time in days of patients aged 18 and over with an open suspected autism referral where their first care contact was in the quarter,117
01/01/2026,31/01/2026,Latest Available Data,Gender,4,Other (not listed),NONE,NONE,ASD26,Number of open referrals of patients with an open suspected autism referral where their first care contact was in the quarter,15
01/01/2026,31/01/2026,Latest Available Data,Gender,4,Other (not listed),NONE,NONE,ASD26a,Number of open referrals of patients aged 0 to 17 with an open suspected autism referral where their first care contact was in the quarter,*
01/01/2026,31/01/2026,Latest Available Data,Gender,4,Other (not listed),NONE,NONE,ASD26b,Number of open referrals of patients aged 18 and over with an open suspected autism referral where their first care contact was in the quarter,10
01/01/2026,31/01/2026,Latest Available Data,Gender,9,Indeterminate,NONE,NONE,ASD12,Number of new suspected autism referrals in the month,90
01/01/2026,31/01/2026,Latest Available Data,Gender,9,Indeterminate,NONE,NONE,ASD12a,Number of new suspected autism referrals for those aged 0 to 17 in the month,90
01/01/2026,31/01/2026,Latest Available Data,Gender,9,Indeterminate,NONE,NONE,ASD12b,Number of new suspected autism referrals for those aged 18 and over in the month,*
01/01/2026,31/01/2026,Latest Available Data,Gender,9,Indeterminate,NONE,NONE,ASD13,Number of closed suspected autism referrals in the month,20
01/01/2026,31/01/2026,Latest Available Data,Gender,9,Indeterminate,NONE,NONE,ASD13a,Number of closed suspected autism referrals for those aged 0 to 17 in the month,20
01/01/2026,31/01/2026,Latest Available Data,Gender,9,Indeterminate,NONE,NONE,ASD13b,Number of closed suspected autism referrals for those aged 18 and over in the month,*
01/01/2026,31/01/2026,Latest Available Data,Gender,9,Indeterminate,NONE,NONE,ASD16,Number of patients with an open suspected autism referral in the month,295
01/01/2026,31/01/2026,Latest Available Data,Gender,9,Indeterminate,NONE,NONE,ASD16a,Number of patients with an open suspected autism referral in the month that has been open for at least 13 weeks,175
01/01/2026,31/01/2026,Latest Available Data,Gender,9,Indeterminate,NONE,NONE,ASD16b,Number of patients aged 0 to 17 with an open suspected autism referral in the month,160
01/01/2026,31/01/2026,Latest Available Data,Gender,9,Indeterminate,NONE,NONE,ASD16c,Number of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks,45
01/01/2026,31/01/2026,Latest Available Data,Gender,9,Indeterminate,NONE,NONE,ASD16d,Number of patients aged 18 and over with an open suspected autism referral in the month,135
01/01/2026,31/01/2026,Latest Available Data,Gender,9,Indeterminate,NONE,NONE,ASD16e,Number of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks,130
01/01/2026,31/01/2026,Latest Available Data,Gender,9,Indeterminate,NONE,NONE,ASD16f,"Number of patients with an open suspected autism referral in the month per 100,000 of the population",0
01/01/2026,31/01/2026,Latest Available Data,Gender,9,Indeterminate,NONE,NONE,ASD16g,"Number of patients with an open suspected autism referral in the month that has been open for at least 13 weeks per 100,000 of the population",0
01/01/2026,31/01/2026,Latest Available Data,Gender,9,Indeterminate,NONE,NONE,ASD16h,"Number of patients aged 0 to 17 with an open suspected autism referral in the month per 100,000 of the population",0
01/01/2026,31/01/2026,Latest Available Data,Gender,9,Indeterminate,NONE,NONE,ASD16i,"Number of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks per 100,000 of the population",0
01/01/2026,31/01/2026,Latest Available Data,Gender,9,Indeterminate,NONE,NONE,ASD16j,"Number of patients aged 18 and over with an open suspected autism referral in the month per 100,000 of the population",0
01/01/2026,31/01/2026,Latest Available Data,Gender,9,Indeterminate,NONE,NONE,ASD16k,"Number of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks per 100,000 of the population",0
01/01/2026,31/01/2026,Latest Available Data,Gender,9,Indeterminate,NONE,NONE,ASD18,Number of patients with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment in 13 weeks or less,*
01/01/2026,31/01/2026,Latest Available Data,Gender,9,Indeterminate,NONE,NONE,ASD18a,Number of patients with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment after more than 13 weeks,15
01/01/2026,31/01/2026,Latest Available Data,Gender,9,Indeterminate,NONE,NONE,ASD18b,Number of patients with an open suspected autism referral in the month that has been open for at least 13 weeks that have not had a care contact appointment recorded,155
01/01/2026,31/01/2026,Latest Available Data,Gender,9,Indeterminate,NONE,NONE,ASD18c,Number of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment in 13 weeks or less,*
01/01/2026,31/01/2026,Latest Available Data,Gender,9,Indeterminate,NONE,NONE,ASD18d,Number of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment in 13 weeks or less,*
01/01/2026,31/01/2026,Latest Available Data,Gender,9,Indeterminate,NONE,NONE,ASD18e,Number of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment after more than 13 weeks,*
01/01/2026,31/01/2026,Latest Available Data,Gender,9,Indeterminate,NONE,NONE,ASD18f,Number of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks that have not had a care contact appointment recorded,40
01/01/2026,31/01/2026,Latest Available Data,Gender,9,Indeterminate,NONE,NONE,ASD18g,Number of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment after more than 13 weeks,10
01/01/2026,31/01/2026,Latest Available Data,Gender,9,Indeterminate,NONE,NONE,ASD18h,Number of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks that have not had a care contact appointment recorded,115
01/01/2026,31/01/2026,Latest Available Data,Gender,9,Indeterminate,NONE,NONE,ASD19,Proportion of patients with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment in 13 weeks or less,*
01/01/2026,31/01/2026,Latest Available Data,Gender,9,Indeterminate,NONE,NONE,ASD19a,Proportion of patients with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment after more than 13 weeks,8
01/01/2026,31/01/2026,Latest Available Data,Gender,9,Indeterminate,NONE,NONE,ASD19b,Proportion of patients with an open suspected autism referral in the month that has been open for at least 13 weeks that have not had a care contact appointment recorded,90
01/01/2026,31/01/2026,Latest Available Data,Gender,9,Indeterminate,NONE,NONE,ASD19c,Proportion of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment in 13 weeks or less,*
01/01/2026,31/01/2026,Latest Available Data,Gender,9,Indeterminate,NONE,NONE,ASD19d,Proportion of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment in 13 weeks or less,*
01/01/2026,31/01/2026,Latest Available Data,Gender,9,Indeterminate,NONE,NONE,ASD19e,Proportion of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment after more than 13 weeks,*
01/01/2026,31/01/2026,Latest Available Data,Gender,9,Indeterminate,NONE,NONE,ASD19f,Proportion of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks that have not had a care contact appointment recorded,85
01/01/2026,31/01/2026,Latest Available Data,Gender,9,Indeterminate,NONE,NONE,ASD19g,Proportion of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment after more than 13 weeks,8
01/01/2026,31/01/2026,Latest Available Data,Gender,9,Indeterminate,NONE,NONE,ASD19h,Proportion of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks that have not had a care contact appointment recorded,91
01/01/2026,31/01/2026,Latest Available Data,Gender,9,Indeterminate,NONE,NONE,ASD20,Number of patients which have an open suspected autism referral in the month receiving at least one care contact in the month,*
01/01/2026,31/01/2026,Latest Available Data,Gender,9,Indeterminate,NONE,NONE,ASD20a,Number of patients aged 0 to 17 which have an open suspected autism referral in the month receiving at least one care contact in the month,*
01/01/2026,31/01/2026,Latest Available Data,Gender,9,Indeterminate,NONE,NONE,ASD20b,Number of patients aged 18 and over which have an open suspected autism referral in the month receiving at least one care contact in the month,*
01/01/2026,31/01/2026,Latest Available Data,Gender,9,Indeterminate,NONE,NONE,ASD21,Number of patients with an open suspected autism referral receiving an autism diagnosis in the month,*
01/01/2026,31/01/2026,Latest Available Data,Gender,9,Indeterminate,NONE,NONE,ASD21a,Number of patients aged 0 to 17 with an open suspected autism referral receiving an autism diagnosis in the month,*
01/01/2026,31/01/2026,Latest Available Data,Gender,9,Indeterminate,NONE,NONE,ASD21b,Number of patients aged 18 and over with an open suspected autism referral receiving an autism diagnosis in the month,*
01/01/2026,31/01/2026,Latest Available Data,Gender,9,Indeterminate,NONE,NONE,ASD23,Number of patients with an open suspected autism referral receiving a Mental and Behavioural disorder diagnosis in the month that is not an autism diagnosis,*
01/01/2026,31/01/2026,Latest Available Data,Gender,9,Indeterminate,NONE,NONE,ASD23a,Number of patients aged 0 to 17 with an open suspected autism referral receiving a Mental and Behavioural disorder diagnosis in the month that is not an autism diagnosis,*
01/01/2026,31/01/2026,Latest Available Data,Gender,9,Indeterminate,NONE,NONE,ASD23b,Number of patients aged 18 and over with an open suspected autism referral receiving a Mental and Behavioural disorder diagnosis in the month that is not an autism diagnosis,*
01/01/2026,31/01/2026,Latest Available Data,Gender,9,Indeterminate,NONE,NONE,ASD24,Number of patients with an open suspected autism referral receiving a non-Mental and Behavioural disorder diagnosis recorded in the month,*
01/01/2026,31/01/2026,Latest Available Data,Gender,9,Indeterminate,NONE,NONE,ASD24a,Number of patients aged 0 to 17 with an open suspected autism referral receiving a non-Mental and Behavioural disorder diagnosis recorded in the month,*
01/01/2026,31/01/2026,Latest Available Data,Gender,9,Indeterminate,NONE,NONE,ASD24b,Number of patients aged 18 and over with an open suspected autism referral receiving a non-Mental and Behavioural disorder diagnosis recorded in the month,*
01/01/2026,31/01/2026,Latest Available Data,Gender,9,Indeterminate,NONE,NONE,ASD25,Median waiting time in days of patients with an open suspected autism referral where their first care contact was in the quarter,696
01/01/2026,31/01/2026,Latest Available Data,Gender,9,Indeterminate,NONE,NONE,ASD25a,Median waiting time in days of patients aged 0 to 17 with an open suspected autism referral where their first care contact was in the quarter,*
01/01/2026,31/01/2026,Latest Available Data,Gender,9,Indeterminate,NONE,NONE,ASD25b,Median waiting time in days of patients aged 18 and over with an open suspected autism referral where their first care contact was in the quarter,696
01/01/2026,31/01/2026,Latest Available Data,Gender,9,Indeterminate,NONE,NONE,ASD26,Number of open referrals of patients with an open suspected autism referral where their first care contact was in the quarter,5
01/01/2026,31/01/2026,Latest Available Data,Gender,9,Indeterminate,NONE,NONE,ASD26a,Number of open referrals of patients aged 0 to 17 with an open suspected autism referral where their first care contact was in the quarter,*
01/01/2026,31/01/2026,Latest Available Data,Gender,9,Indeterminate,NONE,NONE,ASD26b,Number of open referrals of patients aged 18 and over with an open suspected autism referral where their first care contact was in the quarter,5
01/01/2026,31/01/2026,Latest Available Data,Gender,UNKNOWN,UNKNOWN,NONE,NONE,ASD12,Number of new suspected autism referrals in the month,435
01/01/2026,31/01/2026,Latest Available Data,Gender,UNKNOWN,UNKNOWN,NONE,NONE,ASD12a,Number of new suspected autism referrals for those aged 0 to 17 in the month,235
01/01/2026,31/01/2026,Latest Available Data,Gender,UNKNOWN,UNKNOWN,NONE,NONE,ASD12b,Number of new suspected autism referrals for those aged 18 and over in the month,170
01/01/2026,31/01/2026,Latest Available Data,Gender,UNKNOWN,UNKNOWN,NONE,NONE,ASD13,Number of closed suspected autism referrals in the month,165
01/01/2026,31/01/2026,Latest Available Data,Gender,UNKNOWN,UNKNOWN,NONE,NONE,ASD13a,Number of closed suspected autism referrals for those aged 0 to 17 in the month,30
01/01/2026,31/01/2026,Latest Available Data,Gender,UNKNOWN,UNKNOWN,NONE,NONE,ASD13b,Number of closed suspected autism referrals for those aged 18 and over in the month,130
01/01/2026,31/01/2026,Latest Available Data,Gender,UNKNOWN,UNKNOWN,NONE,NONE,ASD16,Number of patients with an open suspected autism referral in the month,7275
01/01/2026,31/01/2026,Latest Available Data,Gender,UNKNOWN,UNKNOWN,NONE,NONE,ASD16a,Number of patients with an open suspected autism referral in the month that has been open for at least 13 weeks,6545
01/01/2026,31/01/2026,Latest Available Data,Gender,UNKNOWN,UNKNOWN,NONE,NONE,ASD16b,Number of patients aged 0 to 17 with an open suspected autism referral in the month,5140
01/01/2026,31/01/2026,Latest Available Data,Gender,UNKNOWN,UNKNOWN,NONE,NONE,ASD16c,Number of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks,4740
01/01/2026,31/01/2026,Latest Available Data,Gender,UNKNOWN,UNKNOWN,NONE,NONE,ASD16d,Number of patients aged 18 and over with an open suspected autism referral in the month,2095
01/01/2026,31/01/2026,Latest Available Data,Gender,UNKNOWN,UNKNOWN,NONE,NONE,ASD16e,Number of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks,1805
01/01/2026,31/01/2026,Latest Available Data,Gender,UNKNOWN,UNKNOWN,NONE,NONE,ASD16f,"Number of patients with an open suspected autism referral in the month per 100,000 of the population",0
01/01/2026,31/01/2026,Latest Available Data,Gender,UNKNOWN,UNKNOWN,NONE,NONE,ASD16g,"Number of patients with an open suspected autism referral in the month that has been open for at least 13 weeks per 100,000 of the population",0
01/01/2026,31/01/2026,Latest Available Data,Gender,UNKNOWN,UNKNOWN,NONE,NONE,ASD16h,"Number of patients aged 0 to 17 with an open suspected autism referral in the month per 100,000 of the population",0
01/01/2026,31/01/2026,Latest Available Data,Gender,UNKNOWN,UNKNOWN,NONE,NONE,ASD16i,"Number of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks per 100,000 of the population",0
01/01/2026,31/01/2026,Latest Available Data,Gender,UNKNOWN,UNKNOWN,NONE,NONE,ASD16j,"Number of patients aged 18 and over with an open suspected autism referral in the month per 100,000 of the population",0
01/01/2026,31/01/2026,Latest Available Data,Gender,UNKNOWN,UNKNOWN,NONE,NONE,ASD16k,"Number of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks per 100,000 of the population",0
01/01/2026,31/01/2026,Latest Available Data,Gender,UNKNOWN,UNKNOWN,NONE,NONE,ASD18,Number of patients with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment in 13 weeks or less,55
01/01/2026,31/01/2026,Latest Available Data,Gender,UNKNOWN,UNKNOWN,NONE,NONE,ASD18a,Number of patients with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment after more than 13 weeks,1485
01/01/2026,31/01/2026,Latest Available Data,Gender,UNKNOWN,UNKNOWN,NONE,NONE,ASD18b,Number of patients with an open suspected autism referral in the month that has been open for at least 13 weeks that have not had a care contact appointment recorded,5010
01/01/2026,31/01/2026,Latest Available Data,Gender,UNKNOWN,UNKNOWN,NONE,NONE,ASD18c,Number of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment in 13 weeks or less,20
01/01/2026,31/01/2026,Latest Available Data,Gender,UNKNOWN,UNKNOWN,NONE,NONE,ASD18d,Number of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment in 13 weeks or less,35
01/01/2026,31/01/2026,Latest Available Data,Gender,UNKNOWN,UNKNOWN,NONE,NONE,ASD18e,Number of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment after more than 13 weeks,1100
01/01/2026,31/01/2026,Latest Available Data,Gender,UNKNOWN,UNKNOWN,NONE,NONE,ASD18f,Number of patients aged 0 to 17 with an open suspected autism referral in the month that has been open for at least 13 weeks that have not had a care contact appointment recorded,3625
01/01/2026,31/01/2026,Latest Available Data,Gender,UNKNOWN,UNKNOWN,NONE,NONE,ASD18g,Number of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks receiving a first appointment after more than 13 weeks,385
01/01/2026,31/01/2026,Latest Available Data,Gender,UNKNOWN,UNKNOWN,NONE,NONE,ASD18h,Number of patients aged 18 and over with an open suspected autism referral in the month that has been open for at least 13 weeks that have not had a care contact appointment recorded,1390
